tokenize,SCREEN#Positive,SCREEN#Neutral,SCREEN#Negative,CAMERA#Positive,CAMERA#Neutral,CAMERA#Negative,FEATURES#Positive,FEATURES#Neutral,FEATURES#Negative,BATTERY#Positive,BATTERY#Neutral,BATTERY#Negative,PERFORMANCE#Positive,PERFORMANCE#Neutral,PERFORMANCE#Negative,STORAGE#Positive,STORAGE#Neutral,STORAGE#Negative,DESIGN#Positive,DESIGN#Neutral,DESIGN#Negative,PRICE#Positive,PRICE#Neutral,PRICE#Negative,GENERAL#Positive,GENERAL#Neutral,GENERAL#Negative,SER&ACC#Positive,SER&ACC#Neutral,SER&ACC#Negative
thiết_kế đẹp và bắt_mắt cầm là mê camera oppo thì đẹp khỏi bàn trong tầm giá này máy dùng làm_việc mượt_mà mình ít chơi game nên k cần cấu_hình cao pin xài ổn trong ngày,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hàng dùng quá tốt mua về cày game mượt pin khoẻ quá tốt so với mấy em cùng tầm giá tiền rơi mấy lần mà cũng bền phết,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
sản_phẩm thiết_kế đẹp bắt_mắt màu_sắc đẹp nhẹ hơn 8 plus nên cầm thoải_mái hơn sang_trọng camera tuyệt_đỉnh nhân_viên phục_vụ tận_tình chu_đáo nên rất thích mua hàng ở điện_máy xanh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
sản_phẩm cấu_hình cao mua chưa đầy 1 tháng liên_quân lag trc đây xài vivo y19 chơi mấy gem cùng 1 lúc mà chạy mượt trong khi đó ssa51 chỉ đúng cài cái liên_quân mà chạy lúc đơ máy đọc báo nhìu úc còn bị đứng máy sóng mạng 4g thì yếu pin thì gà nói_chung theo phương_diện của tui,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
đã mua sản_phẩm dùng rất mượt pin rất trâu cho thời_gian sử_dụng tốt hệ_điều_hành tốt được tối_ưu và độ bảo_mật cao rất thích chế_độ xoá phông trên sản_phẩm và rất hay dùng,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
máy ổn mượt_mà tuy_nhiên camera selfie chậm thỉnh_thoảng còn bị giật lag,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mọi thứ ok chỉ có vân tay không nhạy cho lắm camera chụp hơi xấu pin trâu sạc nhanh cảm_ứng mượt rất đáng đồng_tiền,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
sản_phẩm này quá tốt mặc_dù chưa dùng thử và mong nhà_sản_xuất sửa lại lỗi sạc pin nha,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
huawei nova 5t best tầm giá camera chất cấu_hình kr980 chất trong tầm_tầm tiền này máy nova 5t quá ngon rồi các bác ạ supercharge 22 5w khá nhanh nữa,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
máy sài 4 tháng thì phát_sinh quá nhiều lỗi mua máy joy 3 3g mà quá lag thường_xuyên treo máy phải bấm nguồn tắt mở máy liên_tục m làm tài_xế chở xếp nhiều lúc xếp gọi mà treo máy không nghe đầu bên kia gọi được nếu cầm lại 3tr sẽ không sử_dụng sản_phẩm của ông vượng nữa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
máy đẹp cấu_hình tốt camera ổn pin không trâu lắm nhân_viên phục_vụ nhiệt_tình tất_cả đều ok,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
đã mua và đang sử_dụng rất ư là ok chơi liên_quân max setting và bắt sóng tốt 4g chờ test pubg nữa là ngon hebe tgdd dầu giây nhân_viên tư_vấn rất tốt làm hồ_sơ trả tự góp hơi lâu tí nhưng vẫn rất nhiệt_tình,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
sản_phẩm ok rất tuyệt_vời số với mức giá cấu_hình ổn đánh liên_quân thì quá ok ko biết sau_này đa_nhiệm mượt_mà hãy ko nhưng bước_đầu như_vậy thì quá ổn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
sản_phẩm này qua kém chơi game thì mượt những chơi pupg thì trên những con_số thì bị lạc_đề nghị nhà_điều_hành sửa lời này,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tất_cả hiện_tại vẫn ổn mỗi_tội cảm_biến vân tay quá kém thời_buổi dịch corona thì làm sai mà mở khoá khuôn_mặt được trong khi đang đeo khẩu_trang ?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mọi thứ đều tuyệt_vời nhất là pin xài cả buổi sáng nghe gọi 3g mà chỉ mất có 1 pin tgdd phục_vụ rất nhiệt_tình và vui_vẻ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mình k chơi game nên thấy cấu_hình như này là ổn camera nhiều nhưng thấy cũng thường có điểm trừ là vân tay hầu_như ko xài dc dân văn_phòng máy mới màn_hình sạch tay khô mà 10 cái may_ra mới d 1 cái nản,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nhận mạng rất yếu pin xuống nhanh sạc nhanh thật nhưng pin mau hết vân tay nhận châm sang chảnh thật nhưng chât lượng kem hơn mẫu tâm_trung,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
dt thì khỏi nói nhiều ạ chất_lượng quá đỉnh đã mua tại tgdđ ở 97 tỉnh_lộ 15 x phú_hoà đông phú_hoà đông củ_chi thành_phố hồ_chí_minh trên gg map nó ghi thế ạ nhưng e mua đúng chỗ này rồi nhân_viên dễ_thương và cực_kì nhiệt_tình nhất là chị tâm 33 tất_cả quá tuyệt_vời,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
quá tốt trong tầm giá chơi liên_quân max setting quá đã tiết cái máy lại trang bị kính thường chứ ko phải là kính cường lực slass 3 hay 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
cảm_ứng hay bị loạn máy chạy chậm sử_dụng mà nóng lên nó sẽ bị đơ luôn camera tạm được,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trước_mắt là nghe gọi loa rất to phím dễ bấm chữ to còn sóng_sánh cũng ok còn về sau thì chưa biết lần đầu xài hãng coolpad nhân_viên giao hàng vui_vẻ nhiệt_tình,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mình có mua iphone 7 plus màu vàng gold tại tgdđ cách đây 7 tháng camera chụp cực nét máy ít khi bị delay nghe gọi nhắn_tin lướt web xem phim đều rất mượt pin tốt nếu không chơi game nghe nhạc thì pin dùng được hơn 2 ngày mình rất thích luôn,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
xem phim lướt fb tiktok nhanh nóng máy moi thư thì ok mình đã sử_dụng đc 15 ngày rùi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
điện_thoại vsmart việt_nam máy tốt giá rẻ tôi rất hài_lòng về chất_lượng và sản_phẩm này ủng_hộ thương_hiệu việt_nam ngày_càng phát_triển hơn_nữa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
máy chơi game rất tốt nhưng khi mua hàng mình không đọc thông_số camera cho_nên bây_giờ mình muốn trả lại điện_thoại ạ điện_thoại hộp vỏ giấy bảo_hành còn nguyên nhưng_mà mất hoá_đơn rồi ạ bây_giờ trả lại ko có hoá_đơn có được ko ạ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua hôm_qua nhưng thật_sự không hài_lòng về pin hồi đó mới mua iphone 5s pin của nó sài được 2 ngày còn iphone 7 plus mới mà pin chỉ sài được 1 ngày ipad wifi lúc tôi mới mua cũng sài được 2 ngày thắc_mắc sao pin iphone 7 plus nó không trâu nhưng vẫn cho 5 sao vì iphone gần như hoàn_hảo tất_cả ai đang chuẩn_bị tiền thì cứ mua ủng_hộ nhé,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
máy giật lag lúc xem phim trên youtube tua rất khó cảm_ứng không nhạy chụp hình bình_thường mua xong thấy rất chán khuyên mn không lên mua,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mọi thứ về cấu_hình đều ok màn_hình đẹp máy chạy ổn so với tầm giá duy_nhất chỉ có vân tay thì máy chưa nhạy lắm với_lại máy có camera thò thụt pop up nên sẽ ko có tính_năng nhận_diện khuôn_mặt như máy khác thôi mấy bạn muốn mua nên cân_nhắc kỹ,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
cấu_hình mạnh chụp hình sefi rất đẹp pin xài rất oke nhiều ứng_dụng để khám_phá,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thích hàng a dùng từ con a3 nhưng khi đến a50s thì thất_vọng camera chụp kém quay video k thật vân tay thì k nhạy thiết_kế to_kềnh càng pim máy ở mức trung để lựa_chọn vẫn chọn a5 2017,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
quá kém hình_ảnh xấu ko thật ảnh màu vàng nhiều xem video vỡ hình ko nét chỉ đáng_giá 4tr mua phí tiền mới mua 2 ngày bây_giờ đi đổi mất 1 6tr nhưng có_lẽ vẫn phải đổi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
mua đc 4 tháng dùng rất ngon chưa bao_giờ bị đơ pin rất trâu xem youtube 13 tiếng còn dùng bt thì ngày rưỡi 2 ngày bị cái sạc hơi lâu tầm 2 5h mới đầy chụp ảnh zoom xa hơi mờ,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
máy sài rất ngon các tác_vụ lướt facebook zalo rất nhanh pin rất khoẻ 5000mình sài chơi game 9 10 tiếng mới hết pin thời giac sạc tầm 2h 2h30 đầy pin chơi game rất mượt luôn rất ngon tầm giá anh_chị nhân_viên tgdd dễ_thương nhiệt_tình ae nào thích pin trâu chơi gaming tốt nên lựa con này nha,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
mua hôm 3 9 có một_vài nhận_xét như sau màn_hình sáng quá yếu phải bật độ sáng 80 trở lên cam sau ok cam trước sẽ không phù_hợp với những người thích selfie máy hơi dày và nặng hình_ảnh hiển_thị đẹp nhưng sẽ ủng_hộ hàng việt_nam,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
rất đẹp_mắt ưa_nhìn quá tuyệt_vời sẽ mua trong thời_gian sắp tới vâng vâng cảm_ơn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
nhận đc 1 tuần sai ok pin trâu game liên_quan báo mượt danh_giá với số tiền bỏ ra ok,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
vừa mua ở tgdd cảm_nhận ban_đầu là máy đẹp mượt camera chụp ok e nhân_viên tên len xinh gái nhiệt_tình tư_vấn luôn ủng_hộ tgdd ở hải hưng hải_hậu nam_định,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tôi dùng sạc nhanh chinhs hãng của nsx mà pin lên rất chậm thậm_chí khôbg lên tôi sử_dụng được 2 tháng còn bh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
đó h chưa bao h đánh_giá 1 sản_phẩm nhung sản_phẩm quá tệ mới mua hơn 1 tháng chơi pubg thì giật đứng máy có_khi k làm gì cũng đơ màn_hình loạn cảm_ứng nói_chung k biết ng khác cảm_nhận như_thế_nào chứ riêng mình sản_phẩm rất tệ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
quá tuyệt_vời pin trâu mượt_mà quá hợp_lý trong mức 3tr k biết dùng lâu thế_nào cho 5 sao đã,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
máy xài lâu mỗi mắt màn_hình giao_diện màu_sắc k được đẹp k sắc nét mờ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuyệt_vời so với tầm giá mua nhanh kẻo hết review nhẹ nè pin trâu chơi game mượt chụp hình thì tuỳ mỗi người chứ mình thấy tuyệt_vời,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
sao mình ko bắt đc bluetooth nhỉ bắt đc bỏ ghép đi_lại ko kết_nối lại đc là sao nhỉ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kính cường_lực mặt lưng cực_kỳ dễ vỡ hối_hận khi mua con này apple đã từng thiết_kế kính mặt sau thời ip4 nhưng vội_vàng thay_đổi giờ xiaomi lại đi theo thời cổ_đại chán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
pin 4000 nhưng tụt khá nhanh máy nóng ở cụm camera khi chơi gem camera 48 chấm nhưng chắc chỉ bằng 12 chấm của ss và huawei thôi biết vậy mua cái honor đang dùng honor 7c và thấy hài_lòng với em nó,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mình mua và dùng được hơn tuần rồi thấy mọi thứ khá ok ạ ! nhiều bạn bảo nóng máy nhưng mình chơi mobile legends không thấy nóng lắm thao_tác khá nhanh nhân_viên tư_vấn khá nhiệt_tình mình mua hàng tại tgdd phố tía ạ !,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mình thấy sài rất ok trước_kia mình cũng đọc các bình_luận ko hay nhưng mình sài hơn 2 tuần thấy rất tốt game mượt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sản_phẩm tốt chất lượmg tôi rất hài_lòng đáp_ứng các nhu_cầu cơ_bản tầm giá này có pin 4000 sạc nhanh là quá ok,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
pin mất nhanh để qua đêm hụt pin khá nhiều cam chụp tạm ổn ngoài_ra máy dùng cũng ổn,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
màn_hình tốt mượt_mà cam bắt_nét nhanh tuy là mua máy dùng rồi nhưng cảm_giác rất là ưng_ý được nhân_viên tiếp_đón nhiệt_tình,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
mình mới mua máy dùng đc 3 hôm cảm_thấy các chức_năng thì ok nhưng_mà pin hao quá nhanh khiến mk ko hài_lòng chút nào máy có dung_lượng pin là 4030 w nhưng_mà pin ko cả bằng chiếc máy có dung_lượng 3000 w,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ngoại_trừ vân tay cảm_ứng loạn tý lúc nhắn_tin hơi khó_chịu thì mọi thứ ổn pin xài lâu test vài game như pubg alpha 8 9 thì mượt và ko nóng máy mặc_dù ngồi trong môi_trường ko khá mát_mẻ,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
định ngày_mai đi mua mà sau đọc bình_luận toàn bị lỏi ko à lỏi cuộc_gọi đến la rat mẹt hazzz hoang_mang quá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mấy bác mà nói mua ip mà bóp máy thấy ọp_ẹp thì coi_chừng mua phải hàng fake rồi đừng tưởng mua trong tgdd hay fpt là yên_tâm đâu cần phải kiểm_tra và tes máy cho thật kỹ bản_thân mình đang xài cái 7 và thật_sự thấy rất hài_lòng xứng_đáng vs số tiền mình bỏ ra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
sài mau hết pin quá pin 5000 là mới ocê tại cấu_hình cao góp_ý thui nha mọi người,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua về bị lỗi phần_mềm tự_nhiên đơ rè rè tắt nguồn nhưng nó hết nên t cũng ko ra đổi lại vì ngại phiền_phức và nếu có đổi chắc t cũng đổi hãng khác luôn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
máy xài ok quá ạ mình mua được 2 ngày sử_dụng thấy máy nhẹ mình cầm chơi game không bị mõi sạc siêu nhanh luôn ạ phải nói máy reno4 này tối_ưu chip tốt ghê á mình thì thích chụp ảnh xem phim và chơi game pubg cả liên_quân nữa thì máy thật_sự mượt và màng hình đẹp hông có gì để chê luôn,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
mình upgrade từ iphone x lên note20 được trợ_giá 5 triệu sản_phẩm xài 1 tuần thì thấy tuyệt_vời vì máy quá mượt màu đẹp chụp ảnh đêm siêu siêu đẹppppppppppppp tuy_nhiên giá tgdd hơi nhỉnh hơn but chất_lượng phục_vụ rất hài_lòng sẽ quay lại ủng_hộ tgdd và samsung,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
mới mua hôm 18 3 nói_chung mọi thứ đều ổn nhưng có cái bắt sóng yếu pin tuột hơi nhanh camera thì hơi kém một_chút,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mới xài được 2 ngày thấy thích lắm loa tặng kèm rất đẹp rất dể thương ủng_hộ huawei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
máy mạnh nhưng pin sạc quá lâu trong khi sử_dụng khoản 5 6 tiếng là hết pin ai như mình không ?,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nói thật điện_thoại trong tầm giá này tuyệt_vời wifi mạnh sóng khoẻ pin trâu dùng k đơ cảm_ứng nhạy nên mua,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
sài cũng ok pin tạm ổn camera hơi xấu nhân_viên nhiệt_tình khá hài_lòng với sản_phẩm,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
máy dùng tốt pin trâu chơi game mượt_mà thiết_kế đẹp kính cường_lực mặt sau rất tốt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
mới mua tối quá cam bình_thường loa ngoài ko đc to lắm còn pin thì ko như mong_muốn dùng ko nhiều lắm cũng chỉ đc tầm 1 ngày,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a70 hình_như tất_cả điều lỗi khi chơi game là loạn cảm_ứng không di_chuyển được liên_quân mobile legend máy mình cũng bị không biết lỗi gì hỏi admin tgdđ cũng như_không,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cho mình hỏi mình có mua điện_thoại vsmart và mua cả bảo_hiểm cho điện loại bây_giờ máy có hiện_tượng lỗi chân sạc sạc vào được 15 20 là tự ngắt bên mik có_thể cho biết lỗi cụ_thể và có hỗ_trợ sửa_chữa không ạ !,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
trải nghiệm sử dụng rất tốt nhưng drive liên kết trong máy thì không tự cập nhập file được tải lên từ máy tính phải khởi động lại mới cập nhâp cần cải thiện lại ạ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bin trâu máy quá ngon quá tuyệt_vời xài hai ngày mới hết bin chơi game thì dc 1 ngày chiến tất_cả các game cực mượt,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
khuyên ai mua a70 này về chơi game thì đừng mua test liên_quân pubg đá banh võ_lâm nút di_chuyển bị đơ không di_chuyển đc 9230k mua về để chặn giấy chán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
rất mượt choi game khỏi phải bàn vân tay rất nhạy có cái pin hơi yếu bạn nào chơi game nhiều nên thêm sạc dự_phòng,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
đẹp chụp hình cam thường siêu đẹp mượt_mà lắm nha mỗi_tội cũng nhanh hết pin không đáng_kể nhưng được_cái sạc 1h là đầy lại ngay d khá hài_lòng nhưng chip hơi yếu nhưng cũng k đáng_kể luôn d tầm giá này nên mua nha mng,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
mới mua 10 ngày cảm_biến vân tay lúc được lúc không máy hay đơ loa nghe nhỏ không trong tiếng không xứng_đáng đồng_tiền bỏ ra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gà đt mua hơn_nữa tháng mạng kết_nối yếu trong nhà mn xài vẫn bình_thường trừ dt tôi ra gọi thì bên kia cứ bảo nc nhỏ_xíu không nghe lúc được lúc không cứ chập_chờn miết test thử nhiều ngkhac nhau ngày nào cũng gọi thử kêt quả vẫn z lúc được lúc không lúc nghe rõ lúc chẳng nghe gì cứ rè rè đem ra tgdđ 2 lần_lần đầu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
máy đẹp cấu_hình ngon sạc rất nhanh ưng nhất cái camera lên ảnh đẹp thôi r mở khoá vân tay cực nhậy đúng kiểu ngon bổ rẻ,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
sao cứ yêu_cầu dùng vmessenger vậy đã bấm bỏ k k muốn đăng kì lần sau vào nó lại hiện thêm 1 điều là lần đầu đăng_nhập tk vinsmart nó hiện 1 thông_báo gì đó thiết_bị không an_toàn do đã bị bẻ_khoá là sao ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mới mua lúc trưa bin trâu loa lớn lắm luôn màn_hình mượt cực_kì mọi người nên sử_dụng đt này vừa túi_tiền và rất đáng đồng_tiền luôn í,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
giá con này đẹp lắm nha mọi người em mua về dùng rất là okk nha em mua về mà làm gần hết được mọi từ công việc đến giải trí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
máy này khá ngon mạng khá tốt ko chê pin một ngày trâu đến mức còn độ 35 chiến game ổn với con g70 nhưng đa_nhiệm còn giật và đơ vì chỉ 2gb ram cho 4 sao,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mua đc 5 ngày pin 4000mah mà sài ko đc 1 ngày để qua đêm tụt 4 pin thua xa huawei y7pro2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lúc mới mua về ok sài hơn tháng 4g yếu quá chạy ko nổi nhiều lúc đơ máy luôn nhiều lúc muốn vô fb 8 tí mà ko được có chảy được 4g đâu thật_sự thất_vọng,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dùng được môt tuần thấy chip ram rom pin sạc nhanh thì tuyệt trong tầm giá chỉ có dộ sáng màn_hình yếu âm_thanh chấp_nhận được nên giảm kích_thước màn_hình và bỏ tại nghe để đầu_tư tăng độ_phân_giải lên full hd vì âm_thanh ở mức tb mà tai nghe chất_lượng thấp thì chăc chẳng ai dùng,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hôm_qua mua 7tr990 bây_giờ giảm 500k tức thật 500k chứ ít gì làm_ăn như v ko được r mai_mốt người ta mua 7tr5 đi qua hôm sau giảm 1tr v là mất ngay 1 tr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
xài đt này cảm_giác bực_mình vì ứng_dụng coolpad như gài bẫy người dùng vô_ý là sẽ bị tốn tiền oan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thiết kế đẹp hiệu năng manh tuyệt vơi trong tâm giá mua ngay kẻo hết hang,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
sài đc ngày là pin bị hao nhanh game vừa vào là văng ra ngoài nhìn lâu gây chóng_mặt hơn samsung,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sản_phẩm ok có pin hơi kém chút chơi game mượt lướt wed nhanh chụp hình chuẩn mọi thứ điều ổn nhân_viên tgdd tuyệt_vời,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
